FUND_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,MONTHLY_YIELD,AVG_ANNUAL_MANAGEMENT_FEE,TOTAL_ASSETS
כלל פנסיה משלימה עד 50,קרנות כלליות,201802,-1.71,0.43,109.9
כלל פנסיה משלימה עד 50,קרנות כלליות,201803,-0.72,0.43,110.88
כלל פנסיה משלימה עד 50,קרנות כלליות,201804,0.87,0.43,116.26
כלל פנסיה משלימה עד 50,קרנות כלליות,201805,0.42,0.43,121.39
כלל פנסיה משלימה עד 50,קרנות כלליות,201806,-0.05,0.43,125.05
כלל פנסיה משלימה עד 50,קרנות כלליות,201807,1.49,0.43,131.82
כלל פנסיה משלימה עד 50,קרנות כלליות,201808,1.23,0.43,138.47
כלל פנסיה משלימה עד 50,קרנות כלליות,201809,0.23,0.43,141.15
כלל פנסיה משלימה עד 50,קרנות כלליות,201810,-2.59,0.43,140.88
כלל פנסיה משלימה עד 50,קרנות כלליות,201811,0.63,0.43,145.57
כלל פנסיה משלימה עד 50,קרנות כלליות,201812,-3.46,0.43,145.32
כלל פנסיה משלימה 50-60,קרנות כלליות,201801,1.41,0.43,69.61
כלל פנסיה משלימה 50-60,קרנות כלליות,201802,-1.45,0.43,68.5
כלל פנסיה משלימה 50-60,קרנות כלליות,201803,-0.48,0.43,70.53
כלל פנסיה משלימה 50-60,קרנות כלליות,201804,0.69,0.43,71.31
כלל פנסיה משלימה 50-60,קרנות כלליות,201805,0.29,0.43,71.87
כלל פנסיה משלימה 50-60,קרנות כלליות,201806,-0.04,0.43,72.86
כלל פנסיה משלימה 50-60,קרנות כלליות,201807,1.15,0.43,75.84
כלל פנסיה משלימה 50-60,קרנות כלליות,201808,1.05,0.43,79.26
כלל פנסיה משלימה 50-60,קרנות כלליות,201809,0.17,0.43,81.71
כלל פנסיה משלימה 50-60,קרנות כלליות,201810,-2.05,0.43,80.38
כלל פנסיה משלימה 50-60,קרנות כלליות,201811,0.34,0.43,82.75
כלל פנסיה משלימה 50-60,קרנות כלליות,201812,-2.75,0.43,82.75
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201801,0.98,0.43,47.97
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201802,-1.1,0.43,48.82
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201803,-0.21,0.43,52.27
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201804,0.44,0.43,54.62
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201805,0.18,0.43,57.15
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201806,-0.07,0.43,58.76
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201807,0.8,0.43,62.15
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201808,0.84,0.43,64.26
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201809,0.11,0.43,64.32
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201810,-1.48,0.43,65.97
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201811,0.03,0.43,67.4
כלל פנסיה משלימה 60 ומעלה,קרנות כלליות,201812,-1.85,0.43,68.15
כלל פנסיה מניות ,קרנות חדשות,201801,2.63,0.22,180.53
כלל פנסיה מניות ,קרנות חדשות,201802,-2.06,0.22,194.14
כלל פנסיה מניות ,קרנות חדשות,201803,-1.3,0.22,206.29
כלל פנסיה מניות ,קרנות חדשות,201804,1.4,0.22,223.21
כלל פנסיה מניות ,קרנות חדשות,201805,0.99,0.22,238.61
כלל פנסיה מניות ,קרנות חדשות,201806,0.02,0.22,252.3
כלל פנסיה מניות ,קרנות חדשות,201807,2.24,0.22,271.12
כלל פנסיה מניות ,קרנות חדשות,201808,1.62,0.22,286.28
כלל פנסיה מניות ,קרנות חדשות,201809,0.47,0.22,300.46
כלל פנסיה מניות ,קרנות חדשות,201810,-3.72,0.22,302.0
כלל פנסיה מניות ,קרנות חדשות,201811,1.58,0.22,322.05
כלל פנסיה מניות ,קרנות חדשות,201812,-4.93,0.22,318.26
"כלל פנסיה אג""ח",קרנות חדשות,201801,0.23,0.22,34.16
"כלל פנסיה אג""ח",קרנות חדשות,201802,-0.38,0.22,34.73
"כלל פנסיה אג""ח",קרנות חדשות,201803,0.33,0.22,37.42
"כלל פנסיה אג""ח",קרנות חדשות,201804,0.2,0.22,38.95
"כלל פנסיה אג""ח",קרנות חדשות,201805,0.19,0.22,39.68
"כלל פנסיה אג""ח",קרנות חדשות,201806,0.18,0.22,40.32
"כלל פנסיה אג""ח",קרנות חדשות,201807,0.27,0.22,41.45
"כלל פנסיה אג""ח",קרנות חדשות,201808,0.46,0.22,41.98
"כלל פנסיה אג""ח",קרנות חדשות,201809,0.15,0.22,44.22
"כלל פנסיה אג""ח",קרנות חדשות,201810,-0.13,0.22,44.66
"כלל פנסיה אג""ח",קרנות חדשות,201811,-0.14,0.22,46.51
"כלל פנסיה אג""ח",קרנות חדשות,201812,-0.29,0.22,57.14
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201801,0.55,0.22,62.29
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201802,-0.35,0.22,61.77
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201803,0.49,0.22,60.15
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201804,0.47,0.22,60.12
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201805,0.49,0.22,60.11
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201806,0.56,0.22,60.32
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201807,0.44,0.22,60.28
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201808,0.51,0.22,60.29
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201809,0.32,0.22,61.0
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201810,0.1,0.22,60.75
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201811,0.33,0.22,60.63
מסלול פנסיה לזכאים קיימים ,קרנות חדשות,201812,0.06,0.22,58.92
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201801,0.71,0.22,12.18
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201802,-0.24,0.22,12.3
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201803,0.54,0.22,13.18
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201804,0.37,0.22,13.09
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201805,0.35,0.22,13.15
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201806,0.37,0.22,15.48
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201807,0.45,0.22,15.43
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201808,0.43,0.22,15.54
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201809,0.19,0.22,14.33
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201810,-0.1,0.22,14.13
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201811,0.13,0.22,14.02
מסלול הלכה למקבלי קצבה קיימים,קרנות חדשות,201812,0.13,0.22,13.8
כלל פנסיה עד 50,קרנות חדשות,201801,1.82,0.22,3641.44
כלל פנסיה עד 50,קרנות חדשות,201802,-1.49,0.22,3775.75
כלל פנסיה עד 50,קרנות חדשות,201803,-0.65,0.22,3947.02
כלל פנסיה עד 50,קרנות חדשות,201804,0.98,0.22,4210.87
כלל פנסיה עד 50,קרנות חדשות,201805,0.61,0.22,4439.73
כלל פנסיה עד 50,קרנות חדשות,201806,0.22,0.22,4643.54
כלל פנסיה עד 50,קרנות חדשות,201807,1.61,0.22,4910.39
כלל פנסיה עד 50,קרנות חדשות,201808,1.12,0.22,5124.45
כלל פנסיה עד 50,קרנות חדשות,201809,0.39,0.22,5266.26
כלל פנסיה עד 50,קרנות חדשות,201810,-2.32,0.22,5310.55
כלל פנסיה עד 50,קרנות חדשות,201811,0.94,0.22,5504.61
כלל פנסיה עד 50,קרנות חדשות,201812,-3.19,0.22,5536.07
כלל פנסיה 50-60,קרנות חדשות,201801,1.44,0.22,987.05
כלל פנסיה 50-60,קרנות חדשות,201802,-1.15,0.22,1018.13
כלל פנסיה 50-60,קרנות חדשות,201803,-0.43,0.22,1062.64
כלל פנסיה 50-60,קרנות חדשות,201804,0.79,0.22,1108.55
כלל פנסיה 50-60,קרנות חדשות,201805,0.47,0.22,1164.79
כלל פנסיה 50-60,קרנות חדשות,201806,0.23,0.22,1212.51
כלל פנסיה 50-60,קרנות חדשות,201807,1.26,0.22,1272.88
כלל פנסיה 50-60,קרנות חדשות,201808,0.93,0.22,1326.1
כלל פנסיה 50-60,קרנות חדשות,201809,0.33,0.22,1356.26
כלל פנסיה 50-60,קרנות חדשות,201810,-1.75,0.22,1373.41
כלל פנסיה 50-60,קרנות חדשות,201811,0.64,0.22,1419.98
כלל פנסיה 50-60,קרנות חדשות,201812,-2.42,0.22,1431.61
כלל פנסיה 60 ומעלה,קרנות חדשות,201801,1.03,0.22,609.8
כלל פנסיה 60 ומעלה,קרנות חדשות,201802,-0.85,0.22,630.28
כלל פנסיה 60 ומעלה,קרנות חדשות,201803,-0.15,0.22,657.33
כלל פנסיה 60 ומעלה,קרנות חדשות,201804,0.59,0.22,681.63
כלל פנסיה 60 ומעלה,קרנות חדשות,201805,0.35,0.22,698.41
כלל פנסיה 60 ומעלה,קרנות חדשות,201806,0.21,0.22,717.08
כלל פנסיה 60 ומעלה,קרנות חדשות,201807,0.91,0.22,752.36
כלל פנסיה 60 ומעלה,קרנות חדשות,201808,0.73,0.22,767.74
כלל פנסיה 60 ומעלה,קרנות חדשות,201809,0.26,0.22,787.67
כלל פנסיה 60 ומעלה,קרנות חדשות,201810,-1.16,0.22,794.59
כלל פנסיה 60 ומעלה,קרנות חדשות,201811,0.35,0.22,817.91
כלל פנסיה 60 ומעלה,קרנות חדשות,201812,-1.63,0.22,829.27
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201801,1.77,0.63,6.37
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201802,-1.74,0.63,6.32
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201803,-0.99,0.63,6.64
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201804,0.79,0.63,7.01
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201805,0.44,0.63,7.85
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201806,0.08,0.63,8.23
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201807,1.27,0.63,8.26
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201808,1.44,0.63,8.7
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201809,-0.07,0.63,8.75
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201810,-2.14,0.63,8.96
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201811,0.57,0.63,9.41
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201812,-3.43,0.63,9.49
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201801,1.43,0.63,2.39
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201802,-1.52,0.63,2.34
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201803,-0.78,0.63,2.28
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201804,0.74,0.63,2.32
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201805,0.34,0.63,2.49
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201806,0.02,0.63,2.56
